단어,빈도수
깊은데다가,1
눈화장,1
퇴폐,1
다쳤다구,1
소독,1
갈아입을,1
드러나는,1
돌아갔을,1
숨겨,1
갔기,1
넘어졌다느니,1
렀다느,1
둘러댄,1
들여다볼,1
심각했다,1
크레파스,1
쓱쓱,1
연줄,1
홑,1
상하,1
내려요,1
근방,1
집으,1
정렬,1
사장,1
헤집고,1
댈,1
딴전,1
끌어내는,1
재빠르게,1
끝났어요,1
오르면,1
부터가,1
인걸,1
서늘하지,1
드러내놓고,1
뽑아내려고,1
어주기,1
성장,1
져내고,1
속곳,1
상복,1
옷고름,1
리만,1
수풀,1
뭉클뭉클,1
솟아오르고,1
지우지도,1
맡에서,1
부르며,1
별명,1
부르는데,1
풀리면서,1
떠내,1
씻기워,1
소란한,1
드러내곤,1
사그라들었다,1
봉사,1
에게만,1
부대끼,1
해졌고,1
들었는데요,1
모에,1
주황색,1
알아듣지,1
깎지,1
수염,1
제공,1
해주기도,1
끝나면,1
치민,1
흐르기,1
그랬었지,1
해보았자,1
먹히지,1
메는,1
되지는,1
뿐이었고,1
아깝다는,1
갸,1
나온다는,1
보탬,1
채워,1
성의,1
걸었을,1
순수하게,1
접사,1
파격,1
깎아주었다,1
떠나가는,1
찍으세요,1
떠나면,1
살겠습니까,1
비로드,1
않나요,1
다락방,1
오래되지,1
작으나마,1
경쟁,1
열었던,1
문해,1
범용,1
티셔,1
나오시려던,1
참이었나요,1
물어주긴,1
분명,1
들려왔,1
씻는,1
어둡지,1
아십니까,1
자세하지,1
커버,1
세게,1
두드리려는,1
어젖힌,1
퍽,1
쌀쌀했는데,1
붙였어야,1
승용,1
열어주며,1
타라,1
절도,1
없으시다면서요,1
어리둥절해진,1
유쾌해,1
번득,1
야행성,1
난감함이,1
드러나지,1
바라며,1
속엣말,1
되뇌었다,1
그리는,1
꺼내려는,1
컸으므로,1
그만하다니오,1
무책임하게,1
나오시면,1
곤란합니다,1
습,1
애썼지만,1
씻으며,1
엇갈려,1
하기에는,1
좋겠지만,1
찍죠,1
스웨,1
끼우던,1
해주세요,1
분한,1
빌려주,1
내려야지,1
내렸어,1
부임,1
서툴고,1
떠났다면,1
그랬을지도,1
얹혀살면서부터는,1
대놓고,1
환갑잔치,1
말까,1
최악,1
불경기,1
잔치,1
조촐하게,1
깔같이,1
쓸데없이,1
바르고,1
다니는데,1
향수,1
뿌렸는지,1
향기,1
지독했다,1
잘생겼다고도,1
눈싸움,1
버틸,1
읽었다는,1
떼었었다,1
선심,1
어투,1
고등어,1
뭡,1
들입니다,1
청소,1
에서까지,1
타면서부터,1
많아졌다,1
해준다,1
나쁘지,1
대절,1
참이었으니,1
약할,1
스러웠지만,1
통행,1
이토,1
한산할,1
떨지,1
재미있,1
재미있게,1
해보겠다는,1
몸가짐,1
엿보였다,1
공통,1
빌린,1
잡힌,1
조그마한,1
째진데다가,1
짧아,1
무스,1
듬뿍,1
가르쳐주리다,1
깊숙하고,1
물읍시다,1
묶,1
가나다순,1
나누어주었,1
해바라기,1
행복해,1
브러시,1
빗어주었다,1
썰렁한,1
지저분한,1
버리도록,1
할로겐,1
원서,1
바빠졌다,1
섞일,1
도화지,1
클립,1
벗어나기,1
기우,1
어둡게,1
늘어놓을,1
끊어지듯,1
쓰였다,1
걸상,1
씌워놓고,1
괴팍하기,1
쾌활함은,1
불안감,1
신랄함이,1
침통하게,1
옆얼,1
어두웠기,1
나았을지,1
받쳐놓은,1
잘라보다,1
어두침침한,1
찍었었다,1
비싸다고,1
들었는데,1
알았더니만,1
묻어야,1
칼질,1
섬세함을,1
앉은키,1
크리,1
도중,1
내던진,1
기대었,1
쓰라리게,1
나선형,1
포장도로,1
마쳤는지,1
말간,1
잡아당겨,1
명함판,1
지워내는,1
싸하,1
느낌이었다면,1
다다른,1
섬뜩할,1
보안,1
철저한,1
치워주며,1
격의,1
안면,1
오게,1
강해야만,1
휴게실,1
인차,1
쌓아놓은,1
묻혀버,1
베이지색,1
걸쳤다,1
가실,1
삼켰,1
움켜쥐는,1
가라앉,1
계산기,1
씻었음에도,1
어지,1
잠기운,1
쬐며,1
담소,1
나누었다,1
어두웠고,1
대목,1
싶었으므로,1
쏟,1
숙취,1
광분,1
이래가지구,1
좋겠느냐고,1
갯소,1
휴무,1
놓,1
드럼통,1
힘줄,1
삼십오분,1
지키는,1
잠갔던,1
날랐다,1
트레이,1
같으니까,1
해주시,1
좋겠습니다,1
볼썽,1
사납게,1
쌍꺼풀,1
기생,1
자주색,1
층임,1
일어나도,1
한밤중,1
비틀려,1
힐난,1
보내주시면,1
맞추어놓고,1
내려다보듯이,1
장신,1
벌어졌으며,1
치수,1
메인,1
갈아,1
끼우는,1
허전해,1
그럴까,1
그랬으면,1
좋겠소,1
상반신,1
더듬더듬,1
꼴이었다,1
사닥다리,1
올라가서,1
파묻었다,1
씻기듯,1
풀리어가며,1
감으나,1
그래가지고,1
근무시간,1
열두시,1
만나곤,1
쯘,1
재잘대며,1
부서지던,1
테이,1
묻었다고,1
상당하다는,1
어울리는데요,1
까칠한,1
웃으니,1
궁금하면,1
궁금하다고,1
의적,1
해야겠다고,1
구내,1
돌아다니던,1
낄수,1
벗자,1
질척질척했다,1
흐린,1
유쾌한,1
난처한,1
무너졌었다고,1
약해진,1
지을,1
콘센트,1
초등학,1
87년,1
지났는데,1
지나쳤을,1
안중,1
참아줘,1
일렀었다,1
끄덕였으나,1
기실은,1
옮기고,1
사로잡혀,1
영향,1
뛰어들,1
없으,1
겁쟁이,1
보셨습니다,1
비겁,1
직사,1
각형,1
뜨나,1
쏘,1
현란한,1
어지럽혔다,1
두꺼운데다가,1
곰곰,1
되씹었다,1
변했다,1
동갑,1
핼끔핼끔,1
가속도,1
영문,1
도망가기,1
주었기,1
붙잡기,1
뛰기,1
들어서고,1
장례,1
눅신눅신했다,1
출근시간,1
열리며,1
가라앉을,1
부력,1
뒤집었다,1
뛰어나갔다,1
컸고,1
살아가야,1
부른,1
잉크,1
목판,1
단조로운,1
펼쳐지고,1
찍자고,1
나가려는데,1
사내아이,1
때투,1
청바지,1
70년,1
화보,1
스포츠머리,1
까지나,1
뜯으면서,1
영리해,1
다니니,1
젓더니,1
우릴,1
쫓아와요,1
미안하지만,1
썩는,1
하수,1
같기,1
부스럭,1
더러웠으나,1
깨끗했다,1
읽듯이,1
어리,1
두었으므로,1
안전하다,1
꼬물꼬물,1
내밀더니,1
실소,1
내다놓은,1
취객,1
개똥,1
어이쿠,1
무서워하는,1
맞추어가며,1
달리면서,1
달렸지만,1
날랬다,1
삼거리,1
채로,1
휘감고,1
좁아지면서,1
노려보았다,1
넓어지는,1
동공,1
따라와주기로,1
먹었다는,1
품었다는,1
받치고,1
막히게,1
받쳐내고,1
투명했다,1
스며들어오는,1
역광,1
리그,1
어져,1
아리랑,1
사촌,1
외숙모,1
뻘,1
비슷하게,1
생겼네,1
럽게,1
희었다,1
해줄래,1
죽겠다,1
쫓아오느라고,1
땟국,1
새까만,1
희어,1
휘한,1
질벅거렸다,1
버리지도,1
안는,1
뒷짐,1
어색하기,1
짓더니,1
외듯이,1
까르르,1
남았던,1
무너뜨렸던,1
발밑,1
뜀틀,1
구르는,1
울려퍼지고,1
운데에,1
주눅,1
파인더,1
사랑스러워서,1
터뜨릴지,1
스스,1
버리곤,1
둥치처럼,1
흔들리,1
착시,1
쏩,1
턴,1
여고,1
탔다가,1
업혀,1
쏠리던,1
놓치지,1
빚진,1
웃어주려,1
서문,1
콘트라스트,1
세워지고,1
촘촘하,1
닫,1
이문,1
굴러가도록,1
미닫이문,1
미끄러질,1
미끄러지지,1
캄캄,1
타르,1
흘러내리려,1
받친,1
저지,1
덮기,1
졌,1
좋겠구나,1
건장한,1
없으나,1
키보,1
동양인,1
오른발,1
기울어진,1
탁했다,1
나눠주자,1
반짝이는,1
다녀요,1
따귀,1
여상,1
로구나,1
앙증맞은,1
사선,1
기울어져,1
군데군데,1
뜯겨나가,1
올림픽,1
유치,1
되어놓으니,1
만들면,1
정직하지,1
력했으,1
옥외,1
대에,1
커트,1
머리칼,1
더벅더벅,1
누더기,1
한창,1
땐,1
딜,1
떨어져나,1
이어놓았던,1
모노룸,1
잘라져,1
초벌,1
n,1
만들었다고,1
부른다고,1
A,1
문패,1
공동,1
배치,1
모자랐겠는데요,1
가능한가,1
이기는가,1
노리,1
즐기는,1
즉흥,1
던져지는,1
인가를,1
되었든,1
곡괭이,1
드러나게,1
미묘하게도,1
읽혀졌다,1
존경심,1
발기,1
엄,1
지켜주기,1
필요합니다,1
도저,1
머뭇,1
마지못해,1
싫다거나,1
채워서,1
드러내주는,1
젊고,1
옆집,1
싶어지니까,1
급격하게,1
비아,1
허전함이,1
보려고도,1
비었지만,1
다니,1
딪쳐,1
세워지는,1
보여주자,1
필요하다면,1
가봅시다,1
알겠소,1
꼈으므로,1
젊,1
쓰는지조차,1
우스꽝스럽기까지,1
우스꽝스러,1
삼키면서,1
돌연,1
옹기,1
씌워져,1
펄럭,1
들개,1
날랜,1
능숙,1
몰며,1
멀쩡하다고,1
받아든,1
찍히는,1
감추지,1
원고지,1
동화,1
일임,1
살펴보면,1
떨림이었다,1
좋다거나,1
조리개,1
종잡,1
능숙한,1
외양,1
닫을,1
대단했었다,1
지요,1
꺼리는,1
우회,1
들어가기로,1
읽기는,1
흐릿했다,1
생면부지,1
끌어내야,1
만졌을,1
어땠나,1
보내나,1
업일,1
내색,1
방구,1
찻,1
팽팽,1
밀려나오곤,1
부였다,1
광산업,1
참고자료,1
배려,1
마저도,1
겨워,1
장도,1
평범하게,1
들이고,1
받았었,1
찾아왔을,1
됐군요,1
내다보,1
쫓겨날,1
막막하기야,1
닫은,1
않겠습니까,1
죽으,1
흘러나오는,1
경솔한,1
그러지기,1
찢을,1
불안정해,1
어두웠으므로,1
옳다는,1
어내릴,1
목적,1
마무리,1
봤었소,1
개인전이라는,1
구상,1
였느냐,1
물으려는데,1
깜박이더니,1
접으며,1
가셨나요,1
데모,1
흩어졌는데,1
개중,1
막노동,1
친목,1
회도,1
있었으니까,1
개울,1
건너가야,1
씻기면서,1
그랬,1
들여다보았었고,1
찍으시는,1
물어보았다,1
사라졌기,1
돌려주며,1
들여다보았기,1
느껴진다며,1
덧붙였었다,1
세워놓았던,1
어두워요,1
않았느냐고,1
모르겠어요,1
묽,1
하셨죠,1
아낄,1
내쉬듯이,1
건네주면,1
들어가려는,1
갈급,1
삼킬,1
쫓아내,1
버린다면,1
어떻겠소,1
인력,1
뛰어들지,1
그쳤던,1
뿌리기,1
닿기도,1
휘발,1
사막,1
넘실,1
옮겨오기,1
찾아왔었다,1
해가지,1
지나치다,1
피하곤,1
여겨지는,1
찍었으면서도,1
밀려왔다가,1
바라보다,1
접신,1
붙박아,1
넣으려,1
해보면,1
버려져,1
반대편,1
지구,1
이었겠지만,1
인공,1
어둑어둑하고,1
답답했다,1
매다니는,1
찍으,1
셨다,1
그렇기,1
굵어지며,1
작동시켰다,1
익게,1
불러일으켰었,1
검었으며,1
자갈,1
들어가기도,1
삽입,1
수평선,1
오분,1
상단,1
들썽,1
만이오,1
굵었다,1
인건비,1
자투리,1
특근,1
일요,1
가깝거나,1
배제,1
모래,1
졸업생,1
냈다고,1
없어졌다고,1
작았지만,1
같은데요,1
낮아,1
따뜻하기도,1
잠겨가는,1
지었었다,1
껴지던,1
지나칠,1
였나요,1
닫았,1
생업,1
빠져나가다,1
91년,1
중얼거리거나,1
때마,1
겪고,1
깨워주기,1
흔들어주,1
들곤,1
들여놓게,1
다룰,1
뜨는,1
있었는가를,1
뿐이었다고,1
둥글거나,1
타원형,1
납작하거나,1
화로,1
나서야,1
먹을까요,1
놀,1
되구,1
매만질,1
기세였다,1
맛있습니다,1
밀주,1
지켜보기,1
닫기,1
들렀,1
갖다놨는지,1
모르겠군,1
보오,1
올라가려면,1
국립공원,1
지나야,1
창조,1
살아오던,1
뷰파인더,1
남루하고,1
싱싱하게,1
숨쉬는,1
기쁨이었을까,1
도나,1
찾아내는,1
켠에,1
지독히,1
면죄부,1
푸근하였다,1
넣어서도,1
훔치는,1
새롭게,1
다녀와서도,1
파전,1
비웠다,1
먹더니,1
승늉,1
들이켜듯,1
있으리라는,1
다르다,1
되었나요,1
싶은데,1
어야,1
없어하는,1
무언극,1
과음,1
타는지,1
다녀왔고,1
시키고,1
무것,1
아니었던가,1
올리다가,1
이었으니,1
유품,1
여름방학,1
이백오십,1
개수,1
퍼부을,1
둑길,1
않았음에도,1
였죠,1
깨며,1
없앤,1
들이었어,1
상영,1
인쇄물,1
모의,1
일으키는,1
시뮬레이션,1
진다,1
우르르,1
일으키,1
뛰어다니던,1
빼고도,1
마시고도,1
색도,1
웃어야,1
전모,1
물품,1
슬라이드,1
예민한가요,1
쳐나가려고,1
믿는,1
철부지,1
물었다면,1
감상,1
직시,1
없다면,1
반가웠소,1
반갑지,1
마땅치,1
매달릴,1
근사,1
대도,1
꾸어질,1
심해지겠죠,1
몰랐으니까,1
말입,1
되셨나요,1
보내줄,1
냉담해졌다,1
마시오,1
여하튼,1
만나서,1
백이십오,1
찰,1
수중,1
그립다는,1
견딘다,1
치면서도,1
부탁드린,1
부질없으니까,1
되어가요,1
또렷했다,1
끝났군요,1
홀가분한,1
초조함과,1
감추어져,1
짓눌러오기,1
옇,1
흔들지,1
찍듯이,1
채였,1
골치,1
만나자고,1
서넛,1
묻혀가고,1
잇길을,1
쏘듯,1
섬세,1
드러나곤,1
드러날,1
계시,1
보내주셔야,1
굽혔다,1
지못해,1
숨겨오고,1
는지도,1
이러니,1
다그치거나,1
강압,1
데려다주겠다는,1
걸어가겠지만,1
싫어하지,1
분노하고,1
들이었던,1
스러울,1
태웠듯이,1
만들어놓은,1
걷어내려는,1
열렬하게,1
지껄이는,1
드니까,1
벼랑,1
딘가,1
교전,1
벌어지고,1
굶고,1
병들어,1
있겠죠,1
있답,1
니다,1
조만,1
망명,1
번복,1
똑같지,1
달라지겠어요,1
해줄지도,1
지워가고,1
뒤틀리거나,1
쪼개어져서,1
좁다란,1
랍니,1
종족,1
여긴다지요,1
까지를,1
후비어내는,1
쪼가리,1
들이었다는,1
없애는,1
앞당겨,1
태우기를,1
망설이며,1
흡족했던,1
잡아먹,1
건답니,1
내밉니다,1
홀리,1
버팁니다,1
답변,1
던질,1
것처,1
아름답다고,1
번쩍이,1
무시무시하다는,1
꼬아놓,1
이루며,1
준답니다,1
뿐입니,1
다지,1
둔해,1
둥글,1
차가워,1
우유부단함과,1
나약함,1
이기느라,1
예리하고,1
단단하답니다,1
버리다니오,1
없앴어,1
해하는,1
진무,1
가시면서,1
찌푸려진,1
투명해지,1
났거나,1
그러할,1
건지려면,1
광산촌,1
마칠,1
퍼졌다,1
씁쓸하게,1
편해지니까,1
버렸는걸,1
빠져나가,1
있다지요,1
입이었다,1
얇았으며,1
랫입술,1
얇다는,1
잘생겼거나,1
하나같이,1
탄처럼,1
뒷다리,1
냅니다,1
넘치는,1
달아납니다,1
쓸모없는,1
버립니다,1
웁니,1
이음,1
끊어져서,1
노후한,1
칠십,1
후루룩,1
강해요,1
통찰,1
않을지가,1
지낸,1
임이었기,1
찍겠다고,1
마음먹었을,1
터뜨려서,1
건질,1
사고였어요,1
기억나요,1
애쓸,1
어들,1
고심,1
분통,1
정성,1
별다를,1
년여,1
유독,1
항상,1
천성,1
쳐놓고,1
임무,1
성스럽,1
좋을지,1
벗겨내고,1
맴돌고,1
고가,1
통일호,1
브레,1
이크,1
방호벽,1
부딪혔죠,1
기관,1
차만,1
혈액,1
출렁,1
위험해요,1
위험하다구요,1
그렇긴,1
철도사고,1
느꼈는지,1
화물,1
초연,1
참으시오,1
익어가는,1
삼겹살,1
받거니,1
찾아요,1
탈의실,1
갈아입은,1
걱정거리,1
크던,1
어찌어찌,1
어지간히,1
쏟아졌다,1
쓰라린,1
대는데,1
느리고,1
탁해서,1
불안해서,1
잠들지도,1
안전하긴,1
안전하겠죠,1
잊혀지질,1
걸리,1
밀착,1
어드,1
개어져,1
선명한,1
영월,1
잠들었다는,1
두리번거리기,1
둘러보,1
잤어요,1
껴진,1
나아가자,1
멀,1
어루만졌다,1
꺼내는,1
누른,1
달려들어,1
멱살,1
빠르,1
닿기,1
수직,1
이백,1
내려간,1
도달,1
막혀오기,1
쫓기도,1
밝겠네요,1
다짐하듯,1
들어서자마자,1
땅거미,1
바꾸,1
붕들,1
져가고,1
붙박여,1
안전한,1
삶이었던가,1
없을지,1
나약하게도,1
불러일으킬,1
어날지,1
귀여운,1
세더니,1
나실에,1
콧등,1
들여다보니,1
맸다,1
엉엉,1
후줄근한,1
쏘다,1
헐렁하고,1
루나,1
심심찮,1
사망,1
해왔었다,1
두개골,1
희박하기도,1
가빴다,1
사우,1
그럽고도,1
짓궂은,1
팍,1
더구만,1
살아났네,1
탄은,1
캐는,1
런가,1
오겠지,1
걸으며,1
자부,1
신체,1
나누며,1
내심,1
불안해하고,1
내준다는,1
캐내려고,1
모질게,1
부둥켜안은,1
바빴,1
흐렸으므로,1
러진,1
가누었다,1
흥건,1
어두웠,1
초조함에,1
막았음에도,1
귀청,1
공중,1
으로서도,1
위험하다는,1
렇듯,1
일러주자,1
윗니,1
아랫니,1
계기,1
드나드는,1
사다주어,1
외친,1
힘들었다는,1
마자,1
연주,1
돌입,1
연주자,1
더더,1
말법,1
해서보다,1
써서,1
솔직하면서도,1
다정하다는,1
불필요한,1
수식어,1
감탄사,1
자마자,1
악보,1
펴자,1
스며든,1
제거,1
짓눌렀던,1
조심스러운,1
담담하,1
종결어미,1
감칠맛,1
잡아끄는,1
살림살이,1
마르자면,1
되어야,1
지면,1
망설여진다,1
흐려질,1
흠집,1
일손,1
분치는,1
렌,1
일원,1
졌다는,1
찼다고,1
무너질,1
몰랐다고,1
해주기,1
넘어간,1
여의,1
명과,1
쌓을,1
요령,1
랩,1
두면,1
뿌예,1
도를,1
움직거릴,1
점심때,1
나눌,1
가지려고,1
독신자,1
마신다고,1
댔다가,1
내리며,1
어렴,1
갈래,1
였기,1
폭우,1
퍼붓던,1
바칠,1
넘어야,1
몸무게,1
성은,1
'',1
햄,1
쭛,1
수로,1
내리는데요,1
올려놓았던,1
힘들었소,1
올라오면서,1
양쪽,1
암벽,1
다치지,1
대규모,1
나아가,1
방대한,1
포즈,1
어렵고,1
능숙함을,1
소나무,1
보갱,1
오르다,1
교체,1
오는데도,1
안녕하세요,1
알아보,1
야윈,1
말쑥하게,1
하시지요,1
웃었는,1
전동차,1
분위,1
포함,1
갇혔다,1
핼쑥했,1
지난번,1
쇠약하,1
걸지,1
편이었지만,1
순전한,1
채며,1
다다르기,1
밀려오기,1
이끌었다,1
평행,1
뚫려,1
터졌고,1
경사진,1
겪어야,1
인정받게,1
방짜,1
전반,1
해봐야,1
알겠지만,1
만족스러웠다,1
머니에,1
대신하듯,1
까칠했다,1
칫솔,1
양치,1
컵,1
들어섰,1
고치,1
빠는,1
놓으면,1
죽는다,1
낫구나,1
곁눈,1
질하며,1
없어지고,1
달아난다,1
속수무책,1
새기려,1
매어,1
입까,1
십분,1
지났는,1
새기는,1
허비한,1
잠겼다,1
참신한,1
불친절한,1
쭈뼛해지는,1
술렁대던,1
손도끼,1
이억원,1
줘라,1
진구,1
길거리,1
품일,1
꺼려,1
했으면,1
터지듯,1
익명,1
전등,1
들으시오,1
직한,1
볼록하게,1
닿은,1
짰다,1
벗더니,1
닦으려고,1
부릅뜬,1
치욕스러운,1
때리려,1
만류,1
지났소,1
소용없는,1
끄시오,1
도와주시오,1
날라,1
찾아야,1
좁,1
입덧,1
위염,1
쑥덕거리는,1
넘어가자,1
느꼈지만,1
엉치뼈,1
찰랑거리는,1
다가왔을,1
아껴가며,1
그럼에도,1
광력,1
약해져,1
비추어줄,1
들려왔던,1
이었던가,1
있다오,1
부패하는,1
풍기기,1
지극히,1
넘칠,1
넘치지,1
가상,1
착,1
길었다,1
빠지지,1
꼬집어주었던,1
맞대면,1
따뜻하여,1
얼어붙는,1
절감,1
달래어지던,1
켰다가,1
끕시다,1
쓰도록,1
아니게,1
마려우,1
마시시오,1
잃지,1
붙입시다,1
푹신한,1
읽지,1
읽을까,1
자판기,1
뽑아서,1
참에,1
은편,1
걸어오고,1
같았소,1
아르바이트생,1
깨닫자마자,1
치밀었으며,1
분식점,1
때우고,1
버릴까,1
않았으니,1
조르고,1
쓰러졌으리라,1
바싹바싹,1
타오,1
참기,1
앙다물었다,1
였는데요,1
함전이라는,1
살았구나,1
풀렸었다,1
간간이,1
들려오던,1
대원,1
그쳤,1
전언,1
들려온,1
캐다,1
구러,1
했소,1
만지려고,1
이었다오,1
낳았다,1
낳으면,1
우도,1
됐는데,1
잊어버렸어요,1
어떡해요,1
어젯밤,1
그젯밤,1
나왔어요,1
고운,1
몹쓸,1
살았지만,1
미쳤다,1
퉁퉁,1
떠돌아다녔다,1
일가붙이,1
없기는,1
한가지,1
묻고는,1
무너졌지,1
절단,1
쉴수,1
적으나마,1
앓던,1
질렀다는,1
쳤다고,1
......!,1
안타까워하면서도,1
덥다,1
담는,1
베었어요,1
담담하고,1
묻혀서,1
덧나,1
스럽지,1
피워내기,1
망설이고,1
급성,1
간경화,1
병가,1
무성의,1
넘어가기,1
창작,1
건네는,1
킨,1
지나치거나,1
인해,1
담고,1
예년,1
들썽거리,1
잎눈,1
되찾지,1
도라지꽃,1
고요하다가도,1
댓,1
굴데,1
온종일,1
뜨지,1
먼산,1
험구,1
부딪치면,1
이었든,1
상관없이,1
우러나온,1
당당하게,1
걸어가곤,1
주무르며,1
붕대,1
산소호흡,1
가명,1
기능,1
언론,1
조용했으며,1
차분하고,1
발랐다,1
눕자,1
다녔소,1
다니느라,1
전답,1
이겨,1
먹으며,1
대문짝만한,1
갑작,1
않음,1
잦,1
숨쉬기,1
버렸소,1
이레,1
끓여줘야,1
차더구먼,1
찾으셨습니까,1
세었다,1
뻐근할,1
만족,1
시켜주었,1
컸던,1
으리라,1
흘렸고,1
싸우며,1
괜찮소,1
커지는,1
봅시다,1
강종강종,1
잠금,1
풀라,1
말도록,1
모텔,1
튀어나오고,1
편이었으나,1
해칠,1
네로,1
내처,1
나왔는데,1
춤추었던,1
잡으려고,1
듭,1
돌아보곤,1
살펴야만,1
놓을,1
극할,1
구부려,1
입다,1
보였는데,1
수선스러운,1
중량,1
마쳤다,1
신기,1
들어가요,1
징그러운,1
딱딱하게,1
굳혔다,1
까서,1
올려놓아,1
든다는,1
예쁘다고,1
쓸쓸,1
음날,1
건네,1
칭찬,1
하냐,1
차려입고,1
들었거든,1
근사했어,1
데었어,1
잘생긴,1
다달라는,1
해물탕,1
입기,1
날카로웠다,1
냈다던가,1
전시회,1
했다던가,1
같았어,1
나왔던데,1
하여튼,1
떠오는,1
떨어지기,1
드러누웠다,1
듬어,1
끈적거렸다,1
세면서도,1
초라해,1
듣는데,1
하느냐는,1
던진다면,1
떠오를,1
아름,1
답다,1
들로,1
냅킨,1
깔고는,1
좋다,1
멀어져,1
몰려오는,1
새시,1
편안했다,1
남다르게,1
예쁜,1
후천,1
나가시오,1
손가방,1
꼬치꼬치,1
물어오는,1
실렸던,1
싶도록,1
알거,1
없잖소,1
애써서,1
찾아보려,1
안쓰러,1
다닥다닥,1
받았었다,1
강해,1
한없는,1
지니,1
백오십칠,1
작다,1
조그맣고,1
평면,1
맑기는,1
인중,1
벌어졌고,1
옥니,1
생머리,1
묶었고,1
들었었다,1
입혀주었다는,1
뿐이었다는,1
어른거리던,1
퀭,1
편이긴,1
얼른얼른,1
벌어서,1
차리든,1
해야지,1
됐다구,1
진하게,1
뛰어넘어,1
소한,1
소홀한,1
감시,1
틈타,1
달아났다는,1
부음,1
벗기고,1
허전하게,1
싫다고,1
큼이나,1
남자용,1
얏,1
지르자,1
보름,1
동숭동,1
일약,1
화젯거리,1
검버섯,1
흘러내렸을,1
물렁뼈,1
느끼던,1
와주겠다고,1
쫓아내겠다고,1
알아챘다는,1
날인,1
알려져,1
배웠다면,1
성악,1
했어도,1
미만,1
살았어도,1
차곤,1
혼인신고,1
불쾌해졌다,1
톡,1
버리면,1
잡아서,1
장수,1
자구,1
모가지,1
외롭지,1
질색,1
엿새,1
누룽지,1
훑었다,1
붙든,1
머큐로크롬,1
바르며,1
광견병,1
피우는,1
부르짖으며,1
댔,1
희야,1
격렬해졌다,1
무더기,1
불어올,1
짖어,1
가엾은,1
불가,1
없다며,1
파먹고,1
겠지,1
그만하지,1
쳤을,1
휘저었다,1
잃어버린,1
물었으나,1
기른,1
고양이,1
개고,1
개새,1
밤낮,1
예뻐해,1
흘러내리려는,1
들이마시지는,1
갉아먹을,1
잡아줘야,1
비쩍,1
개였다,1
집어오려고,1
관문,1
벼웠다,1
젖었다가,1
젖곤,1
자장가,1
들려주듯이,1
있다니까,1
운반,1
쌔근,1
이르듯이,1
쥐라,1
찍찍거리고,1
않겠,1
두터워,1
할까봐,1
정거장,1
논둑,1
벗어날,1
행복해졌을까,1
불행하였을,1
힘겨,1
자긍심,1
최대,1
넘어서,1
넘기면서,1
건져주기,1
악다구니,1
깨지는,1
줄지어,1
던져주기,1
비포장도로,1
만들며,1
불행하게,1
달그락,1
죄다,1
쪼르르,1
모인다구,1
이쁜지,1
드러냈을,1
데리러,1
왔던가,1
있거든,1
무너지거,1
약하거나,1
없어지는,1
아버님,1
던져주곤,1
하셨을,1
던져주니까,1
건너고,1
살거나,1
실현,1
나가자,1
개혁,1
교회,1
펴낸다거나,1
진보,1
빼면서,1
졸,1
발수,1
절름절름,1
쓸리,1
만큼만,1
추한,1
들어오려고,1
뛰어서,1
섯시,1
사이였을,1
게으르게,1
자다가,1
운물,1
담근,1
티눈,1
움츠러들,1
는커녕,1
대담해졌,1
밤새워,1
밤새워도,1
거뜬할,1
충전,1
닿지,1
춧,1
해서가,1
중지,1
억세어,1
경질,1
쉐,1
이브,1
로션,1
부챗살,1
펼쳐지며,1
탔을까,1
지켜보았을까,1
떼지어,1
내려앉는,1
올라왔는지,1
카니,1
버린다는,1
끄며,1
훤칠,1
호리호리한,1
성자,1
구부린,1
묵히,1
팽개치,1
단체,1
문건,1
특집,1
왕왕,1
요로,1
원하며,1
희망대로,1
갖추어진,1
내려갔,1
가나,1
중얼거리다가,1
집어넣는가,1
푸린,1
지식,1
그랬었다,1
쓰십니까,1
모시는군요,1
장하고,1
장악,1
떨었,1
물림으로만,1
섹션,1
꺼냈고,1
넘기,1
병질,1
멸치,1
지식인,1
나약함과,1
우유부단함이,1
연인,1
같지도,1
동질감,1
미미하게,1
향기롭,1
신으려,1
부었는지,1
넣으니,1
속마음,1
초조해하,1
정명윤,1
받으려다가,1
떨어뜨렸다,1
나동그라진,1
댔을,1
드디어,1
왔구나,1
사랑스러운,1
가져갈,1
보여주세요,1
코밑,1
떨림을,1
솔직히,1
사로잡혔다,1
끝내기,1
털어놓아,1
갑작스,1
궁금하기도,1
아끼,1
가리는,1
위악,1
갈팡질팡,1
쉬어서,1
정연,1
깨어나게,1
엑스,1
나을,1
외국,1
써야만,1
하는가에,1
기초,1
이론,1
늘어놓았었,1
지키다가,1
멈추자,1
궤짝,1
올라탄,1
해가며,1
차요,1
옮겨가는,1
껴졌다,1
새마을,1
호가,1
만나더라도,1
인테리어,1
통일,1
걸치며,1
예민해,1
Ⅱ,1
탑시다,1
진지하지,1
돌렸을,1
월간,1
만들어진,1
추하다는,1
우울해하는,1
취향,1
마셨기,1
판이한,1
고요히,1
묻히고,1
퍼즐,1
맞추어졌다,1
트러블,1
맡겨,1
꺾이곤,1
쫓아야만,1
음식물,1
낡았어요,1
보이는데요,1
노후,1
두세,1
설레설레,1
지나가,1
종잇장,1
퍼져서,1
녹은,1
납작하게,1
식욕,1
피곤하고,1
들며,1
차문,1
로등,1
올리려는,1
